pupil_id,attendance_date,attendance_status,date_recorded,session_json
P013,2024-09-04,present,2024-09-04,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-09-05,I,2024-09-05,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-09-06,Present,2024-09-06,
P013,2024-09-09,Present,2024-09-09,
P013,2024-09-10,Present,2024-09-10,
P013,2024-09-11,Present,2024-09-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-09-12,Authorised Absence,12/09/2024,
P013,2024-09-13,Present,2024-09-13,
P013,2024-09-16,present,2024-09-16,
P013,2024-09-17,ill,17/09/2024,
P013,2024-09-18,Unauthorised,2024-09-18,
P013,2024-09-19,Present,2024-09-19,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-09-20,present,2024-09-20,
P013,2024-09-23,Illness,2024-09-23,
P013,2024-09-24,Present,24/09/2024,
P013,2024-09-25,Present,2024-09-25,
P013,2024-09-26,Present,09-26-2024,
P013,2024-09-27,Present,09-27-2024,
P013,2024-09-30,Authorised Absence,2024-09-30,
P013,2024-10-01,Present,01/10/2024,
P013,2024-10-02,P,2024-10-02,
P013,2024-10-03,Present,2024-10-03,
P013,2024-10-04,Present,2024-10-04,
P013,2024-10-07,Present,07/10/2024,
P013,2024-10-08,Present,2024-10-08,
P013,2024-10-09,Illness,2024-10-09,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-10-10,Illness,2024-10-10,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": true}"
P013,2024-10-11,Present,2024-10-11,
P013,2024-10-14,Present,14/10/2024,
P013,2024-10-15,Present,10-15-2024,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": true}"
P013,2024-10-16,Present,2024-10-16,
P013,2024-10-17,Present,2024-10-17,
P013,2024-10-18,present,18/10/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-10-21,I,21/10/2024,
P013,2024-10-22,Present,2024-10-22,
P013,2024-10-23,Present,2024-10-23,
P013,2024-10-24,Present,2024-10-24,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-10-25,Present,2024-10-25,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-11-04,present,2024-11-04,
P013,2024-11-05,Present,2024-11-05,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-11-06,Authorised Absence,06/11/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-11-07,Illness,11-07-2024,
P013,2024-11-08,Present,11-08-2024,
P013,2024-11-11,Present,2024-11-11,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P013,2024-11-12,Unauthorised,2024-11-12,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-11-13,Present,2024-11-13,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-11-14,U,2024-11-14,
P013,2024-11-15,Authorised Absence,2024-11-15,
P013,2024-11-18,Present,2024-11-18,
P013,2024-11-19,Present,11-19-2024,
P013,2024-11-20,Present,2024-11-20,
P013,2024-11-21,present,2024-11-21,
P013,2024-11-22,Present,2024-11-22,
P013,2024-11-25,present,2024-11-25,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-11-26,Authorised Absence,2024-11-26,
P013,2024-11-27,ill,2024-11-27,
P013,2024-11-28,Present,2024-11-28,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-11-29,Present,2024-11-29,
P013,2024-12-02,Present,2024-12-02,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-12-03,Illness,03/12/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-12-04,Present,2024-12-04,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-12-05,Present,2024-12-05,
P013,2024-12-06,Present,06/12/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-12-09,present,12-09-2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-12-10,present,2024-12-10,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2024-12-11,Present,2024-12-11,
P013,2024-12-12,Present,12-12-2024,
P013,2024-12-13,Present,2024-12-13,
P013,2024-12-16,Present,2024-12-16,
P013,2024-12-17,Present,2024-12-17,
P013,2024-12-18,present,12-18-2024,
P013,2024-12-19,Authorised Absence,2024-12-19,
P013,2024-12-20,Present,20/12/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-01-06,Present,2025-01-06,
P013,2025-01-07,Present,07/01/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P013,2025-01-08,P,2025-01-08,
P013,2025-01-09,present,09/01/2025,
P013,2025-01-10,Present,2025-01-10,
P013,2025-01-13,Present,2025-01-13,
P013,2025-01-14,U,2025-01-14,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-01-15,Present,2025-01-15,
P013,2025-01-16,Present,2025-01-16,
P013,2025-01-17,Present,01-17-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-01-20,I,01-20-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-01-21,Illness,01-21-2025,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-01-22,Present,2025-01-22,
P013,2025-01-23,Present,2025-01-23,
P013,2025-01-24,Present,2025-01-24,
P013,2025-01-27,Present,2025-01-27,
P013,2025-01-28,Present,2025-01-28,
P013,2025-01-29,Present,2025-01-29,
P013,2025-01-30,Present,30/01/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-01-31,Present,31/01/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-02-03,Present,2025-02-03,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-02-04,Present,2025-02-04,
P013,2025-02-05,Present,05/02/2025,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P013,2025-02-06,Present,2025-02-06,
P013,2025-02-07,Present,07/02/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-02-10,Present,2025-02-10,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": true}"
P013,2025-02-11,Present,02-11-2025,
P013,2025-02-12,Present,2025-02-12,
P013,2025-02-13,ill,2025-02-13,
P013,2025-02-14,Present,02-14-2025,
P013,2025-02-24,Present,2025-02-24,
P013,2025-02-25,Present,2025-02-25,
P013,2025-02-26,Present,2025-02-26,
P013,2025-02-27,Present,2025-02-27,
P013,2025-02-28,ill,28/02/2025,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P013,2025-03-03,present,03/03/2025,
P013,2025-03-04,Present,2025-03-04,
P013,2025-03-05,Present,2025-03-05,
P013,2025-03-06,Illness,2025-03-06,
P013,2025-03-07,Present,2025-03-07,
P013,2025-03-10,present,2025-03-10,
P013,2025-03-11,Present,11/03/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-03-12,Illness,2025-03-12,
P013,2025-03-13,N/A,2025-03-13,
P013,2025-03-14,Present,2025-03-14,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-03-17,Present,03-17-2025,
P013,2025-03-18,Present,18/03/2025,
P013,2025-03-19,Present,2025-03-19,
P013,2025-03-20,Present,2025-03-20,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-03-21,Present,03-21-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-03-24,Illness,2025-03-24,
P013,2025-03-25,Present,2025-03-25,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P013,2025-03-26,Present,26/03/2025,
P013,2025-03-27,P,2025-03-27,
P013,2025-03-28,Present,2025-03-28,
P014,2024-09-02,Present,02/09/2024,
P014,2024-09-03,Present,09-03-2024,
P014,2024-09-04,Present,2024-09-04,
P014,2024-09-05,Present,2024-09-05,
P014,2024-09-06,Present,2024-09-06,
P014,2024-09-09,Present,2024-09-09,
P014,2024-09-10,Authorised Absence,2024-09-10,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P014,2024-09-11,P,11/09/2024,
P014,2024-09-12,Present,2024-09-12,
P014,2024-09-13,Present,2024-09-13,
P014,2024-09-16,Present,2024-09-16,
P014,2024-09-17,Present,2024-09-17,
P014,2024-09-18,Present,18/09/2024,
P014,2024-09-19,Present,2024-09-19,
P014,2024-09-20,Authorised Absence,09-20-2024,
P014,2024-09-23,Present,2024-09-23,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-09-24,present,2024-09-24,
P014,2024-09-25,Present,09-25-2024,
P014,2024-09-26,Present,2024-09-26,
P014,2024-09-27,I,2024-09-27,
P014,2024-09-30,Present,2024-09-30,
P014,2024-10-01,Authorised Absence,01/10/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-10-02,Present,2024-10-02,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-10-03,Authorised Absence,03/10/2024,
P014,2024-10-04,Present,2024-10-04,
P014,2024-10-07,Present,2024-10-07,
P014,2024-10-08,Present,2024-10-08,
P014,2024-10-09,Present,2024-10-09,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-10-10,Present,2024-10-10,
P014,2024-10-11,Present,2024-10-11,
P014,2024-10-14,Present,14/10/2024,
P014,2024-10-15,Present,10-15-2024,
P014,2024-10-16,Present,16/10/2024,
P014,2024-10-17,Present,17/10/2024,
P014,2024-10-18,Present,2024-10-18,
P014,2024-10-21,Present,2024-10-21,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-10-22,Present,2024-10-22,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-10-23,Present,2024-10-23,
P014,2024-10-24,Present,24/10/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-10-25,Present,2024-10-25,
P014,2024-11-04,I,04/11/2024,
P014,2024-11-05,Authorised Absence,2024-11-05,
P014,2024-11-06,Present,2024-11-06,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-11-07,Present,07/11/2024,
P014,2024-11-08,Present,08/11/2024,
P014,2024-11-11,Present,2024-11-11,
P014,2024-11-12,Present,2024-11-12,
P014,2024-11-13,Present,2024-11-13,
P014,2024-11-14,Present,2024-11-14,
P014,2024-11-15,Present,2024-11-15,
P014,2024-11-18,Present,11-18-2024,
P014,2024-11-19,Present,19/11/2024,
P014,2024-11-20,Present,2024-11-20,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-11-21,Present,21/11/2024,
P014,2024-11-22,I,2024-11-22,
P014,2024-11-25,Present,25/11/2024,
P014,2024-11-26,Present,2024-11-26,
P014,2024-11-27,present,2024-11-27,
P014,2024-11-28,Authorised Absence,2024-11-28,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-11-29,Present,2024-11-29,
P014,2024-12-02,Present,2024-12-02,
P014,2024-12-03,present,03/12/2024,
P014,2024-12-04,Present,2024-12-04,
P014,2024-12-05,Present,05/12/2024,
P014,2024-12-06,Present,2024-12-06,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-12-09,Present,2024-12-09,
P014,2024-12-10,Present,2024-12-10,
P014,2024-12-11,Present,2024-12-11,
P014,2024-12-12,Present,2024-12-12,
P014,2024-12-13,Present,2024-12-13,
P014,2024-12-16,Present,12-16-2024,
P014,2024-12-17,Present,2024-12-17,
P014,2024-12-18,U,12-18-2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2024-12-19,Present,2024-12-19,
P014,2024-12-20,Present,2024-12-20,
P014,2025-01-06,P,2025-01-06,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2025-01-07,U,2025-01-07,
P014,2025-01-08,Authorised Absence,2025-01-08,
P014,2025-01-09,Illness,2025-01-09,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2025-01-10,Present,2025-01-10,
P014,2025-01-13,Present,2025-01-13,
P014,2025-01-14,I,2025-01-14,
P014,2025-01-15,Present,01-15-2025,
P014,2025-01-16,Present,2025-01-16,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": true}"
P014,2025-01-17,I,2025-01-17,
P014,2025-01-20,Present,01-20-2025,
P014,2025-01-21,Present,2025-01-21,
P014,2025-01-22,I,2025-01-22,
P014,2025-01-23,Present,2025-01-23,
P014,2025-01-24,Present,2025-01-24,
P014,2025-01-27,Present,2025-01-27,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2025-01-28,P,2025-01-28,
P014,2025-01-29,Present,2025-01-29,
P014,2025-01-30,Present,2025-01-30,
P014,2025-01-31,Present,2025-01-31,
P014,2025-02-03,Present,2025-02-03,
P014,2025-02-04,Present,02-04-2025,
P014,2025-02-05,Present,2025-02-05,
P014,2025-02-06,Present,02-06-2025,
P014,2025-02-07,Present,2025-02-07,
P014,2025-02-10,Present,2025-02-10,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P014,2025-02-11,Present,2025-02-11,
P014,2025-02-12,Present,2025-02-12,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2025-02-13,Present,2025-02-13,
P014,2025-02-14,Present,2025-02-14,
P014,2025-02-24,Present,2025-02-24,
P014,2025-02-25,Present,25/02/2025,
P014,2025-02-26,Present,26/02/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2025-02-27,Present,2025-02-27,
P014,2025-02-28,Present,2025-02-28,
P014,2025-03-03,Present,2025-03-03,
P014,2025-03-04,Present,03-04-2025,
P014,2025-03-05,Authorised Absence,2025-03-05,
P014,2025-03-06,Authorised Absence,2025-03-06,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": true}"
P014,2025-03-07,Present,2025-03-07,
P014,2025-03-10,ill,2025-03-10,
P014,2025-03-11,Present,2025-03-11,
P014,2025-03-12,Present,12/03/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P014,2025-03-13,Present,2025-03-13,
P014,2025-03-14,Present,2025-03-14,
P014,2025-03-17,Present,17/03/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2025-03-18,Present,2025-03-18,
P014,2025-03-19,present,19/03/2025,
P014,2025-03-20,Illness,2025-03-20,
P014,2025-03-21,Present,2025-03-21,
P014,2025-03-24,Authorised Absence,24/03/2025,
P014,2025-03-25,ill,2025-03-25,
P014,2025-03-26,Present,2025-03-26,
P014,2025-03-27,Present,2025-03-27,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P014,2025-03-28,Present,03-28-2025,
P015,2024-09-02,Unauthorised,2024-09-02,
P015,2024-09-03,Present,03/09/2024,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P015,2024-09-04,Present,04/09/2024,
P015,2024-09-05,U,2024-09-05,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P015,2024-09-06,Authorised Absence,2024-09-06,
P015,2024-09-09,Present,2024-09-09,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2024-09-10,Present,2024-09-10,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2024-09-11,Present,11/09/2024,
P015,2024-09-12,present,09-12-2024,
P015,2024-09-13,Present,13/09/2024,
P015,2024-09-16,Present,16/09/2024,
P015,2024-09-17,Present,17/09/2024,
P015,2024-09-18,Present,2024-09-18,
P015,2024-09-19,Present,19/09/2024,
P015,2024-09-20,Present,2024-09-20,
P015,2024-09-23,Present,2024-09-23,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2024-09-24,Present,2024-09-24,
P015,2024-09-25,Present,25/09/2024,
P015,2024-09-26,Present,26/09/2024,
P015,2024-09-27,Present,2024-09-27,
P015,2024-09-30,Present,30/09/2024,
P015,2024-10-01,Authorised Absence,2024-10-01,
P015,2024-10-02,Present,2024-10-02,
P015,2024-10-03,Present,2024-10-03,
P015,2024-10-04,Present,2024-10-04,
P015,2024-10-07,Present,2024-10-07,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P015,2024-10-08,Present,2024-10-08,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": true}"
P015,2024-10-09,Present,2024-10-09,
P015,2024-10-10,ill,2024-10-10,
P015,2024-10-11,Present,2024-10-11,
P015,2024-10-14,Present,10-14-2024,
P015,2024-10-15,Present,2024-10-15,
P015,2024-10-16,N/A,2024-10-16,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2024-10-17,ill,2024-10-17,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2024-10-18,Present,2024-10-18,
P015,2024-10-21,Present,2024-10-21,
P015,2024-10-22,Authorised Absence,10-22-2024,
P015,2024-10-23,Present,10-23-2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P015,2024-10-24,Present,2024-10-24,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2024-10-25,Present,2024-10-25,
P015,2024-11-04,Present,2024-11-04,
P015,2024-11-05,Present,2024-11-05,
P015,2024-11-06,Authorised Absence,06/11/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2024-11-07,Present,2024-11-07,
P015,2024-11-08,Present,2024-11-08,
P015,2024-11-11,,2024-11-11,
P015,2024-11-12,Present,12/11/2024,
P015,2024-11-13,Present,2024-11-13,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2024-11-14,Present,11-14-2024,
P015,2024-11-15,Present,2024-11-15,
P015,2024-11-18,Present,18/11/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P015,2024-11-19,Present,2024-11-19,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": true}"
P015,2024-11-20,Present,2024-11-20,
P015,2024-11-21,Present,2024-11-21,
P015,2024-11-22,Present,2024-11-22,
P015,2024-11-25,Present,2024-11-25,
P015,2024-11-26,Present,2024-11-26,
P015,2024-11-27,Present,11-27-2024,
P015,2024-11-28,Present,2024-11-28,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2024-11-29,Present,29/11/2024,
P015,2024-12-02,Present,12-02-2024,
P015,2024-12-03,Present,2024-12-03,
P015,2024-12-04,Present,2024-12-04,
P015,2024-12-05,Present,2024-12-05,
P015,2024-12-06,Present,2024-12-06,
P015,2024-12-09,Present,09/12/2024,
P015,2024-12-10,Present,12-10-2024,
P015,2024-12-11,Present,2024-12-11,
P015,2024-12-12,Present,2024-12-12,
P015,2024-12-13,P,12-13-2024,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2024-12-16,Present,2024-12-16,
P015,2024-12-17,Present,2024-12-17,
P015,2024-12-18,Present,2024-12-18,
P015,2024-12-19,Present,19/12/2024,
P015,2024-12-20,P,2024-12-20,
P015,2025-01-06,U,2025-01-06,
P015,2025-01-07,Present,01-07-2025,
P015,2025-01-08,Present,01-08-2025,
P015,2025-01-09,present,09/01/2025,
P015,2025-01-10,Present,10/01/2025,
P015,2025-01-13,Present,2025-01-13,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2025-01-14,Present,14/01/2025,
P015,2025-01-15,Present,2025-01-15,
P015,2025-01-16,Present,2025-01-16,
P015,2025-01-17,Present,2025-01-17,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2025-01-20,Present,2025-01-20,
P015,2025-01-21,Present,2025-01-21,
P015,2025-01-22,Present,2025-01-22,
P015,2025-01-23,Present,23/01/2025,
P015,2025-01-24,ill,2025-01-24,
P015,2025-01-27,Authorised Absence,27/01/2025,
P015,2025-01-28,Present,28/01/2025,
P015,2025-01-29,Present,2025-01-29,
P015,2025-01-30,present,2025-01-30,
P015,2025-01-31,Present,2025-01-31,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2025-02-03,Present,2025-02-03,
P015,2025-02-04,Illness,04/02/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P015,2025-02-05,Present,2025-02-05,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2025-02-06,Present,2025-02-06,
P015,2025-02-07,Present,2025-02-07,
P015,2025-02-10,Present,2025-02-10,
P015,2025-02-11,Illness,2025-02-11,
P015,2025-02-12,present,2025-02-12,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2025-02-13,Present,2025-02-13,
P015,2025-02-14,Present,2025-02-14,
P015,2025-02-24,Present,2025-02-24,
P015,2025-02-25,Present,25/02/2025,
P015,2025-02-26,Unauthorised,2025-02-26,
P015,2025-02-27,Present,2025-02-27,
P015,2025-02-28,Present,2025-02-28,
P015,2025-03-03,Present,2025-03-03,
P015,2025-03-04,Authorised Absence,2025-03-04,
P015,2025-03-05,Present,2025-03-05,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2025-03-06,Present,2025-03-06,
P015,2025-03-07,Present,2025-03-07,
P015,2025-03-10,Present,2025-03-10,
P015,2025-03-11,Present,2025-03-11,
P015,2025-03-12,present,03-12-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2025-03-13,present,13/03/2025,
P015,2025-03-14,ill,14/03/2025,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P015,2025-03-17,Present,2025-03-17,
P015,2025-03-18,Present,2025-03-18,
P015,2025-03-19,present,19/03/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P015,2025-03-20,Present,20/03/2025,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": true}"
P015,2025-03-21,Present,21/03/2025,
P015,2025-03-24,Present,03-24-2025,
P015,2025-03-25,Present,2025-03-25,
P015,2025-03-26,Present,2025-03-26,
P015,2025-03-27,Present,2025-03-27,
P015,2025-03-28,present,2025-03-28,
P006,2024-09-02,Authorised Absence,2024-09-02,
P006,2024-09-03,Present,2024-09-03,
P006,2024-09-04,Present,04/09/2024,
P006,2024-09-05,Unauthorised,2024-09-05,
P006,2024-09-06,Present,2024-09-06,
P006,2024-09-09,U,2024-09-09,
P006,2024-09-10,Present,2024-09-10,
P006,2024-09-11,Present,2024-09-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-09-12,Illness,2024-09-12,
P006,2024-09-13,Present,2024-09-13,
P006,2024-09-16,Present,2024-09-16,
P006,2024-09-17,Present,2024-09-17,
P006,2024-09-18,Present,2024-09-18,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P006,2024-09-19,Present,09-19-2024,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-09-20,Present,2024-09-20,
P006,2024-09-23,Present,2024-09-23,
P006,2024-09-24,Present,2024-09-24,
P006,2024-09-25,P,2024-09-25,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-09-26,Authorised Absence,2024-09-26,
P006,2024-09-27,Present,09-27-2024,
P006,2024-09-30,Present,2024-09-30,
P006,2024-10-01,Present,2024-10-01,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-10-02,Present,2024-10-02,
P006,2024-10-03,present,2024-10-03,
P006,2024-10-04,Present,04/10/2024,
P006,2024-10-07,Authorised Absence,07/10/2024,
P006,2024-10-08,Present,2024-10-08,
P006,2024-10-09,I,2024-10-09,
P006,2024-10-10,Present,10/10/2024,
P006,2024-10-11,Authorised Absence,2024-10-11,
P006,2024-10-14,Present,2024-10-14,
P006,2024-10-15,Present,2024-10-15,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-10-16,Present,10-16-2024,
P006,2024-10-17,Present,2024-10-17,
P006,2024-10-18,Present,10-18-2024,
P006,2024-10-21,Present,21/10/2024,
P006,2024-10-22,Present,22/10/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-10-23,Present,23/10/2024,
P006,2024-10-24,I,10-24-2024,
P006,2024-10-25,Present,10-25-2024,
P006,2024-11-04,Present,04/11/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-11-05,Present,2024-11-05,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-11-06,Present,2024-11-06,
P006,2024-11-07,Present,11-07-2024,
P006,2024-11-08,Present,2024-11-08,
P006,2024-11-11,Present,11/11/2024,
P006,2024-11-12,Present,2024-11-12,
P006,2024-11-13,Present,2024-11-13,
P006,2024-11-14,Present,2024-11-14,
P006,2024-11-15,Present,2024-11-15,
P006,2024-11-18,present,2024-11-18,
P006,2024-11-19,I,2024-11-19,
P006,2024-11-20,Present,2024-11-20,
P006,2024-11-21,Present,21/11/2024,
P006,2024-11-22,Present,2024-11-22,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-11-25,Present,2024-11-25,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-11-26,Present,2024-11-26,
P006,2024-11-27,Present,27/11/2024,"{""am"": ""Absent"", ""pm"": ""Absent"", ""late_arrival"": false}"
P006,2024-11-28,present,28/11/2024,
P006,2024-11-29,Present,2024-11-29,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": true}"
P006,2024-12-02,Present,2024-12-02,
P006,2024-12-03,Present,03/12/2024,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P006,2024-12-04,Present,2024-12-04,
P006,2024-12-05,Present,2024-12-05,
P006,2024-12-06,Present,2024-12-06,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-12-09,Present,12-09-2024,
P006,2024-12-10,Present,2024-12-10,
P006,2024-12-11,Present,2024-12-11,
P006,2024-12-12,Authorised Absence,2024-12-12,
P006,2024-12-13,Present,2024-12-13,
P006,2024-12-16,Present,2024-12-16,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2024-12-17,Present,17/12/2024,
P006,2024-12-18,Present,2024-12-18,
P006,2024-12-19,Present,12-19-2024,
P006,2024-12-20,Present,2024-12-20,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-01-06,Present,2025-01-06,
P006,2025-01-07,Present,2025-01-07,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-01-08,Present,2025-01-08,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
